0,0.0
1,0.0
2,0.0
3,0.014
4,0.313
4,0.312
5,0.312
6,0.312
7,0.312
8,0.312
8,0.312
9,0.312
10,0.313
11,0.313
12,0.313
13,0.312
13,0.311
14,0.319
15,0.247
16,0.167
17,0.166
18,0.166
18,0.166
19,0.166
20,0.199
21,0.024
22,0.023
22,0.023
23,0.022
24,0.022
25,0.022
26,0.022
26,0.164
27,0.164
28,0.165
29,0.165
30,0.165
30,0.171
31,0.325
32,0.324
33,0.324
34,0.324
35,0.324
35,0.324
36,0.324
37,0.324
38,0.324
39,0.324
39,0.324
